Name,Released,ESRB,Rating,Genres,Platforms,Metacritic,Publishers,Tags,Description,ImageURL
Enter the Gungeon,2016-04-04,Teen,4.08,"Action, Shooter, Indie","PlayStation 4, Nintendo Switch, Linux, macOS, PC, Xbox One",84,Devolver Digital,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Great Soundtrack, Co-op, cooperative, Funny, Difficult, Split Screen, Local Co-Op, Action-Adventure, Pixel Graphics, controller support, Roguelike, Roguelite, Dungeon Crawler, Shoot 'Em Up, achievements, Loot, Bullet Hell, Top-Down Shooter, Twin Stick Shooter","Enter the Gungeon is a twin-stick roguelike shooter. The game takes place in a planet inhabited by living bullets. You play as one of six adventurers trying entering a considerable fortress to find a gun that can destroy ones past. 
The gameplay represents a mix of bullet-hell and dungeon crawler. You choose one of the characters and start descending the Gungeon. Every floor has several pre-made rooms with enemies and treasures procedurally-generated. The player can shoot guns, dodge, use items",https://media.rawg.io/media/games/3be/3be0e624424d3453005019799a760af2.jpg
Resident Evil Revelations 2,2015-02-24,Mature,3.68,"Action, Adventure","PC, Nintendo Switch, Xbox One, Xbox 360, PlayStation 3, PlayStation 4, PS Vita",72,Capcom,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Co-op, Story Rich, cooperative, Third Person, Horror, Online Co-Op, Gore, Steam Leaderboards, Female Protagonist, Survival, Local Co-Op, Action RPG, Third-Person Shooter, Zombies, Survival Horror, Episodic, island, escape, terror","Resident Evil Revelations 2 / Biohazard Revelations 2 is a four-part episodic survival horror, a part of the Resident Evil franchise and the tenth installment in the series. It follows Claire Redfield, the protagonist of Resident Evil 2, that was kidnapped and forced to survive among monsters on Sushestvovanie Island. There are two endings depending on the decisions made throughout the game.
Two bonus episodes extend the story and tell about Natalia Korda, a little girl with supernatural powers,",https://media.rawg.io/media/games/ea3/ea3228b5c6c749019a9ed42e90a4e7c6.jpg
Resident Evil 2,2019-01-25,Mature,4.5,"Action, Shooter, Adventure","Nintendo Switch, PlayStation 5, PlayStation 4, PC, macOS, Xbox One",91,Capcom,"Atmospheric, Horror, Action-Adventure, Zombies, Survival Horror, Remake, quest","Resident Evil 2 is the remake of the 1998 game of the same name. 

###Plot
The plot of the remake is identical to that of the original game. The story follows the survivors of a zombie virus outbreak in the fictional Raccoon City. There are two protagonists: Claire Redfield, a high school student, and Leon Kennedy, a policeman. They both search for the ways to escape the infested city. Companions, such as Ada Wong and Sherry, occasionally follow the protagonists. The characters eventually uncove",https://media.rawg.io/media/games/053/053fc543bf488349610f1ae2d0c1b51b.jpg
Far Cry 3: Blood Dragon,2013-04-30,Mature,3.99,Shooter,"PlayStation 3, PC, PlayStation 4, Xbox 360, Xbox One",81,Ubisoft Entertainment,"Singleplayer, Atmospheric, steam-trading-cards, Great Soundtrack, Open World, First-Person, Sci-fi, Partial Controller Support, FPS, Funny, Comedy, Stealth, Retro, Post-apocalyptic, Futuristic, Cyberpunk, Dragons, 1980s, Parody","The game uses part of the world Far Cry 3.
In 2007, a devastating nuclear war was interrupted by a temporary truce between world powers. But the state without war is not pleasant to everyone - on a remote island someone creates an army of robots called Omega Force, to force the world to resume the war. On the island comes the fighter of the special division Mark IV Cyber ??Commando, cyborg Rex Power Colt, to prevent the villain to realize his plan.

The character moves through the levels, destro",https://media.rawg.io/media/games/5e4/5e4bff02098b2b6f824c68286d5da1a6.jpg
Serious Sam 3: BFE,2011-11-22,Mature,3.46,"Action, Shooter, Indie","PlayStation 3, Xbox 360, Linux, macOS, PC",72,"Devolver Digital, Mastertronic Group","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Co-op, cooperative, First-Person, Sci-fi, FPS, Online Co-Op, Funny, Gore, Difficult, Steam Leaderboards, Comedy, Split Screen, Local Co-Op, Local Multiplayer, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Nudity, Aliens","The alien monster destroyed all earthlings, except one. But this one has a full set of everything that can be called hardcore and brutality. From the athletic figure and the hoarse voice to short phrases that leave no doubt in the victory. He goes to the past, for it can return everything as it was.
This type of hero sets everything else, the plot is clear and straightforward - run and shoot. It happens on twelve levels, the landscapes of which are created by Nature for bloody and dynamic battle",https://media.rawg.io/media/games/12e/12ea6b35b65df38258e25885a0a392a6.jpg
Lords of the Fallen (2014),2014-10-28,Mature,2.91,"Action, Adventure, RPG","Android, PlayStation 4, PC, iOS, Xbox One",73,"Square Enix, CI Games","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Co-op, Story Rich, Open World, cooperative, First-Person, Third Person, Partial Controller Support, Horror, Online Co-Op, Fantasy, Difficult, Action-Adventure, Action RPG, PvP, Cross-Platform Multiplayer, Hack and Slash, Character Customization, 3D, Dark Fantasy, combat, Medieval, Magic, Online PvP, Lore-Rich, Souls-like","Lords of the Fallen is an action RPG, which is set in the fictional world abandoned by Gods and occupied by supernatural hostile power. Players assume the role of Harkyn, a human hero seeking to defeat threatening villains. According to the storyline, the main character is released from prison, where he was held for his sins, in order to protect the world. While wandering around the in-game world, the protagonist, controlled by players, eliminate bosses and earn experience points. As far as Hark",https://media.rawg.io/media/games/d09/d096ad37b7f522e11c02848252213a9a.jpg
It Takes Two,2021-03-26,Everyone 10+,4.46,"Action, Adventure, Platformer","PlayStation 5, Xbox Series S/X, PlayStation 4, PC, Nintendo Switch, Xbox One",88,Electronic Arts,"Steam Achievements, Multiplayer, Full controller support, Co-op, Story Rich, cooperative, Online Co-Op, Exploration, Female Protagonist, Split Screen, Local Co-Op, Action-Adventure, Action RPG, Magic, Story, Steam Trading Cards, online, 3D Platformer, character, Emotional, console, ?????????????, Remote Play Together, offline, Shared/Split Screen Co-op, Co-op Campaign, work, night, journey, Minigames, love, Mining, light, treasure, relationship, learn, obstacles, delivery","Bring your favorite co-op partner and together step into the shoes of May and Cody. As the couple is going through a divorce, through unknown means their minds are transported into two dolls which their daughter, Rose, made to represent them. Now they must reluctantly find a way to get back into their bodies, a quest which takes them through the most wild, unexpected and fantastical journey imaginable.

It Takes Two further builds on Hazelights proven track record of making rich and engaging ",https://media.rawg.io/media/games/d47/d479582ed0a46496ad34f65c7099d7e5.jpg
Darksiders II,2012-08-14,Mature,3.74,"Action, RPG","PC, Wii U, PlayStation 3, Nintendo Switch, Xbox 360",83,THQ,"War, combat, battle, character, Soundtrack, death, quest, apocalypse","Darksiders II is a third person slasher/RPG, the second installment in the Darksiders series. The game shares many similarities with its predecessor, but also exhibits new features such as an open world, overhauled quest system and dialogues.
The main character is the second Rider of Apocalypse, Death, out on a quest to support previous games protagonist, War, and to restore what has been lost by the world. The key features of the series, the extensive combat system, and various riddles have al",https://media.rawg.io/media/games/848/8482235332f4518da363c3cb4e5cd075.jpg
Assassins Creed Brotherhood,2010-11-16,Mature,4.27,Action,"macOS, PC, PlayStation 3, Xbox 360, Xbox One, PlayStation 4",88,Ubisoft Entertainment,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Story Rich, Open World, Third Person, Partial Controller Support, Sandbox, Stealth, Action-Adventure, Controller, Historical, Medieval, Parkour, Assassin, Conspiracy, Rome","Digital Deluxe Edition2 Exclusive Single-Player Maps: The Trajan Market & The Aqueduct
2 Multiplayer Characters:The Officer - Death's Finest Ally: Few have seen him. Even fewer have lived to tell about it. Fear is his friend, and Death is his ally.
The Harlequin - The Walking Nightmare: Behind the gaudy costume and twisted smile lies the soul of a merciless Assassin.img.padding {padding-right: 10px;}
1 Ezio Skin - Helmschmied Drachen Armor: Fashioned by the Helmschmied Armory in 1489, only a few",https://media.rawg.io/media/games/116/116b93c6876a361a96b2eee3ee58ab13.jpg
Jet Set Radio,2000-06-29,Teen,3.41,"Action, Sports, Platformer","iOS, Xbox 360, Android, Game Boy Advance, Dreamcast, PlayStation 3, PS Vita, PC",94,SEGA,"Singleplayer, Full controller support, Atmospheric, Great Soundtrack, Open World, Third Person, Classic, Female Protagonist, Controller, Retro, Anime, Colorful, Parkour, Music, Stylized, 3D Platformer, Cult Classic","Jet Set Radio (2000) is an action game that allows players to dive into the atmosphere of teenager gangs of early 2000s Tokyo. The action is set in a 3D fictionalized Tokyo torn by teen gangs clash. Things clarify when Professor K, DJ of the Tokyo-to pirate radio station announces a gang war between Japanese rudies (teenagers, who skate and paint graffiti for self-expression). According to the main idea, teens skate and paint graffiti spots throughout the city and dodge police forces. The story ",https://media.rawg.io/media/games/fd7/fd794a9f0ffe816038d981b3acc3eec9.jpg
Mark of the Ninja,2012-09-07,Mature,3.98,"Action, Indie, Platformer","Nintendo Switch, PC, Linux, macOS, Xbox 360",91,"Microsoft Studios, Klei Entertainment","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, 2D, Steam Leaderboards, Stealth, Controller, Dark, controller support, Replay Value, Short, Side Scroller, Assassin, Cartoon, Ninja","Mark of the ninja is a side-scrolling stealth-action. The game follows an unnamed ninja who is tasked to revenge a private military company that attacked ninjas clan dojo.  
The gameplay can be described as a mix of 2D platformer and stealth-action. Throughout the whole game, it is much more useful to neutralize enemies silently. The ninja protagonist has different abilities and tools which allow him to kill enemies from hiding spots, distract enemies, slow them down, and so on. They can be unl",https://media.rawg.io/media/games/b17/b17485d757ca36b5f1ad376b6b096885.jpg
Fortnite Battle Royale,2017-09-26,Teen,3.27,"Action, Shooter","PlayStation 4, Xbox One, iOS, PC, Android, Xbox Series S/X, PlayStation 5, Nintendo Switch",,Epic Games Publishing,"Multiplayer, Sci-fi, Sandbox, Comedy, Free to Play, 3D, island, Battle Royale, build, Solo, dance, Team, bus","Fortnite Battle Royale is the completely free 100-player PvP mode in Fortnite. One giant map. A battle bus. Fortnite building skills and destructible environments combined with intense PvP combat. The last one standing wins.  Download now for FREE and jump into the action.
This download also gives you a path to purchase the Save the World co-op PvE campaign during Fortnites Early Access season, or instant access if you received a Friend invite.
Online features require an account and are subje",https://media.rawg.io/media/games/dcb/dcbb67f371a9a28ea38ffd73ee0f53f3.jpg
BattleBlock Theater,2013-04-03,Teen,3.84,"Action, Adventure, Casual, Indie, Platformer","Xbox 360, Xbox One, macOS, PC, Linux",85,"Microsoft Studios, The Behemoth","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative, 2D, Online Co-Op, Funny, Difficult, Steam Leaderboards, Sandbox, Comedy, Online multiplayer, Split Screen, Local Co-Op, Local Multiplayer, stats, Steam Workshop, Includes level editor, Team-Based, Level Editor, cats","BattleBlock Theater is a platform game developed by The Behemoth.

The player was aboard the S.S. Friendship when the ship encounters a heavy storm that causes the ship to crash into a strange island. After the player awakens, no ship's crew members seem to be around. Moreover, it is revealed that the crew is held prisoner by cats that force the crew members to act out deadly performances in the cats' theater. The player has to pass all the levels in order to save Hatty Hattington, the best frie",https://media.rawg.io/media/games/388/388935d851846f8ec747fffc7c765800.jpg
Drawful 2,2016-06-20,Teen,3.21,"Strategy, Casual, Indie","Xbox One, Nintendo Switch, macOS, PlayStation 4, PC",74,Jackbox Games,"Steam Achievements, Multiplayer, Steam Cloud, Co-op, cooperative, Partial Controller Support, Funny, Comedy, Local Multiplayer, Family Friendly, party, Board Game","The team behind the hit party games Fibbage, Quiplash, and YOU DONT KNOW JACK presents Drawful 2 the game of terrible drawings and hilariously wrong answers! Use your phone or tablet to draw funny and challenging things like creepy tiger or two moms having a great day.
Players type in what they think the (probably terrible) drawing really is and then everyone - even an audience of potentially thousands of players  votes on what they think is the correct answer.
Drawful 2 is a go-to party",https://media.rawg.io/media/games/eeb/eeb9e668da5fd07bab9f655acfbbe579.jpg
Game of Thrones - A Telltale Games Series,2014-12-02,Adults Only,3.23,"Action, Adventure","Xbox 360, PlayStation 3, Xbox One, PlayStation 4, Android, PC, macOS, iOS",66,Telltale Games,"Singleplayer, Steam Achievements, Full controller support, Atmospheric, Story Rich, Open World, Third Person, Fantasy, Gore, Female Protagonist, Controller, Point & Click, Nudity, War, controller support, Choices Matter, Mature, Medieval, achievements, Episodic, Choose Your Own Adventure, Dragons, Interactive Fiction, Based On A Novel","Game of Thrones is an episodic game composed of six parts with an emphasis given to a TV series by HBO. The game consists of the first season with the second one being on hold. The events depicted in the game do not correlate with those of a TV-show, but rather complement them with the in-between details.
There is a total of five playable characters, the game like the other TellTale titles is made as the point-and-click adventure with high attention paid to the choices. The gameplay is formed of",https://media.rawg.io/media/games/c81/c812e158129e00c9b0f096ae8a0bb7d6.jpg
Orwell: Keeping an Eye On You,2016-10-27,Teen,3.27,"Adventure, Simulation, Indie, Puzzle","Android, iOS, PC, macOS, Linux",77,"Fellow Traveller, Surprise Attack","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Point & Click, Mystery, Choices Matter, Cyberpunk, Dystopian, Visual Novel, Detective, Episodic, Interactive Fiction, Political, Hacking, Politics, Mouse only","Season 2, Orwell Ignorance is Strength is out now! Check out the store page for more information...

http://store.steampowered.com/app/633060/Orwell_Ignorance_is_Strength/
About the GameBig Brother has arrived - and its you. Investigate the lives of citizens to find those responsible for a series of terror attacks. Information from the internet, personal communications and private files are all accessible to you. But, be warned, the information you supply will have consequences

Orwell is a ne",https://media.rawg.io/media/games/2e1/2e187b31e5cee21c110bd16798d75fab.jpg
Resident Evil 3,2020-04-02,Mature,4.04,"Action, Shooter, Adventure","Nintendo Switch, PC, Xbox Series S/X, PlayStation 5, PlayStation 4, Xbox One",80,Capcom,"Singleplayer, Multiplayer, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Co-op, Story Rich, cooperative, Third Person, Horror, Gore, Difficult, Classic, Female Protagonist, Violent, Third-Person Shooter, PvP, Zombies, Survival Horror, Online PvP, Steam Trading Cards, Remake, Masterpiece, first person mod","Taking a trip back to Raccoon City wont be a walk in the park, of course. The city is in the throes of an outbreak, with the shuffling undead wandering the streets and the urban jungle becoming a tangle of overturned cars and crumbling buildings. Picturesque, isnt it? Its against this backdrop that Jill Valentine prepares to make her escape, though theres a bit of a twist in the timeline for those of you who arent familiar with the original. If you played Resident Evil 2 earlier this year, ",https://media.rawg.io/media/games/a4b/a4bb55f42fe837ae7bf1307e7b41cc85.jpg
Mafia II: Definitive Edition,2020-05-19,N/A,3.88,"Action, Adventure","Xbox One, PlayStation 4, PC",65,2K Games,"Singleplayer, Steam Achievements, Full controller support, Story Rich, Open World, Third Person, Gore, Violent, Third-Person Shooter, Nudity, Sexual Content, Crime, Driving, Noir, mafia","Part two of the Mafia crime saga  1940s - 50s Empire Bay, NY
Remastered in stunning HD detail, live the life of a gangster during the Golden-era of organized crime. War hero Vito Scaletta becomes entangled with the mob in hopes of paying his fathers debts. Alongside his buddy Joe, Vito works to prove himself, climbing the family ladder with crimes of larger reward, status and consequence.",https://media.rawg.io/media/games/d73/d7364906c530ccc2d89b0b5d8695e03c.jpg
Slay the Spire,2019-01-22,N/A,4.37,"RPG, Strategy, Card, Indie","Xbox One, iOS, PC, macOS, Linux, Nintendo Switch, PlayStation 4, Android",86,"Humble Bundle, Mega Crit Games","Singleplayer, Steam Achievements, 2D, Steam Leaderboards, stats, Early Access, role-playing, Dungeon Crawler","We fused card games and roguelikes together to make the best single player deckbuilder we could. Craft a unique deck, encounter bizarre creatures, discover relics of immense power, and Slay the Spire!

Features:

- Dynamic Deck Building: Choose your cards wisely! Discover hundreds of cards to add to your deck with each attempt at climbing the Spire. Select cards that work together to efficiently dispatch foes and reach the top. 
- An Ever-changing Spire: Whenever you embark on a journey up the S",https://media.rawg.io/media/games/f52/f5206d55f918edf8ee07803101106fa6.jpg
Dragon's Dogma: Dark Arisen,2013-04-23,Mature,3.92,"Action, Adventure, RPG","Xbox One, PC, Nintendo Switch, Xbox 360, PlayStation 3, PlayStation 4",81,Capcom,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Fantasy, Difficult, Steam Leaderboards, Exploration, Action RPG, role-playing, Hack and Slash, Character Customization, controller support, Dark Fantasy, Magic, Walking Simulator, overlay, JRPG, achievements, Dragons, cloud saves, leaderboards","Dragon's Dogma: Dark Arisen is an action-RPG from a third-person perspective. The story unfolds in a medieval world filled with magic, riddles and mysterious creatures.

A dragon attacks the village in which the main character lives. Trying to protect his home, the character controlled by the player becomes a victim of a beast. The Dragon takes his heart and flies away to the vast unknown. The hero goes after him to discover the mysteries of the dragon and find out why he needs a human heart.

T",https://media.rawg.io/media/games/639/639ce7d7fecbb9f0717e9fbc1180f8f8.jpg
Mafia: Definitive Edition,2020-09-25,Mature,4.24,"Action, Shooter","PC, Xbox One, PlayStation 4",78,2K Games,"Singleplayer, Steam Achievements, Full controller support, Atmospheric, Story Rich, Open World, Third Person, Gore, Classic, Violent, Third-Person Shooter, Sexual Content, Crime, Remake, Driving, first person mod, mafia","Part one of the Mafia crime saga - 1930s, Lost Heaven, IL
Re-made from the ground up, rise through the ranks of the Mafia during the Prohibition era of organized crime. After a run-in with the mob, cab driver Tommy Angelo is thrust into a deadly underworld. Initially uneasy about falling in with the Salieri crime family, Tommy soon finds that the rewards are too big to ignore.

Play a Mob Movie:
Live the life of a Prohibition-era gangster and rise through the ranks of the Mafia.

Lost Heaven, IL",https://media.rawg.io/media/games/345/3452d9d4483686c602372e0e6b3bb4cc.jpg
Deep Rock Galactic,2020-05-13,Teen,4.12,"Action, Indie","PC, PlayStation 4, PlayStation 5",84,Coffee Stain Studios,"Singleplayer, Multiplayer, Full controller support, Co-op, cooperative, Sci-fi, Horror, FPS, Online Co-Op, Exploration, Free to Play, Online multiplayer, Early Access, Mining","Closed AlphaWant to try the game - earlier than early access?
http://www.deeprockgalactic.com/
About the GameJoin a team of badass space dwarves and fight, dig and explore your way through enormous cave systems and uncover the greatest riches.
DEEP ROCK GALACTIC is a first-person co-operative sci-fi shooter for up to 4 players, featuring fully procedural and destructible environments to explore, mine, and explode your way through to reach your objectives. As a team of veteran dwarven space miner",https://media.rawg.io/media/games/c92/c9207a31f0eeb9904a840fc26eae6afb.jpg
Remember Me,2013-06-04,Mature,3.67,"Action, Platformer","PlayStation 3, Xbox 360, PC",65,Capcom,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Third Person, Sci-fi, Female Protagonist, Action-Adventure, Hack and Slash, Futuristic, Parkour, Cyberpunk, Beat 'em up, Dystopian, 3D Vision, Linear","In 2082 memories and influence on peoples behaviour are just goods for sale, and ""personal life"" or ""unique biography"" are vestiges. Nilin, the heroine, can penetrate into the memory of people, she changes the past on which people base their actions in the present. Once she is subjected to a complete erasure of memory. She has to start a battle for herself - for the self that she does not even remember.
Setting, plot, design and lighting immediately evokes a masterpiece of cyberpunk - «Blade Ru",https://media.rawg.io/media/games/569/569ea25d2b56bd05c7fa309ddabe81ff.jpg
Final Fantasy VII,2020-04-10,Teen,4.38,"Action, Adventure, RPG","PC, PlayStation 5, PlayStation 4",87,Square Enix,"Singleplayer, Atmospheric, RPG, Story Rich, Sci-fi, Fantasy, Exploration, Action-Adventure, exclusive, Cinematic, Magic, JRPG, 3rd-Person Perspective, Drama, Party-Based RPG, Role Playing Game","The world is under the control of Shinra, a corporation controlling the planet's life force as mako energy. In the city of Midgar, Cloud Strife, former member of Shinra's elite SOLDIER unit now turned mercenary lends his aid to the Avalanche resistance group, unaware of the epic consequences that await him.

FINAL FANTASY VII REMAKE is a reimagining of the iconic original with unforgettable characters, a mind-blowing story, and epic battles.
The story of this first, standalone game in the FINAL ",https://media.rawg.io/media/games/d89/d89bd0cf4fcdc10820892980cbba0f49.jpg
Stellaris,2016-05-08,N/A,4.1,"Strategy, Simulation","PC, macOS, Linux",78,Paradox Interactive,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, Open World, Sci-fi, Exploration, Sandbox, Steam Workshop, Cross-Platform Multiplayer, Space, Moddable, Replay Value, Building, RTS, Real-Time with Pause, Grand Strategy, 4X","Nova Edition
Stellaris Nova Edition includes:Digital Original SoundtrackThe Stellaris soundtrack delivers two and a half hours of original music, including bonus tracks and alternate versions not included in the game. Composed by Andreas Waldetoft with appearances by the Brandenburg State Orchestra and Mia Stegmar, listeners will hear themes meant to evoke discovery and far-reaching exploration through the vast expanse of space through the fusion of orchestral and electronic music. MP3 and lossl",https://media.rawg.io/media/games/92b/92bbf8a451e2742ab812a580546e593a.jpg
The Playroom,2013-11-15,Everyone 10+,2.27,Arcade,PlayStation 4,,,"exclusive, true exclusive","The Playroom is a collection of augmented reality games, requiring camera and VR gear to run. It consists of seven mini-games for up to five players: Mini Robots (a hub), Monster Escape, Cat & Mouse, Ghost House, Wanted!, Robot Rescue, and Toy Wars. In all these games players take control of tiny VR Bots. Players are offered to assume roles of robots, as the game follows their endless adventures including fights against gigantic monsters (in Monster Escape), the classic cat/mouse confrontation (",https://media.rawg.io/media/games/363/36306deef81e7955a5d0f5c3b43fccee.jpg
Oxenfree,2016-01-14,Teen,3.91,"Adventure, RPG, Indie","Nintendo Switch, Xbox One, PlayStation 4, iOS, PC, Linux, Android, macOS",80,"Night School Studio, Night School Studios, Night School","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Horror, Female Protagonist, Captions available, Mystery, Short, Choices Matter, Side Scroller, Walking Simulator, Multiple Endings, overlay, achievements, 2.5D, Supernatural, Lovecraftian, Thriller","SUMMER 2016's HUGE CONTENT UPDATE: The most mind bending game of the year has new storylines, scenes, and endings, plus a multi-episode behind-the-scenes documentary.
""OXENFREE: The emotional adventure game you need to know about"" - IGN
""A mix of Freaks and Geeks, Poltergeist and the best teen films of the 80s""  Polygon
""Part teen drama, part terrifying ghost story""  Kill Screen
Oxenfree is a supernatural thriller about a group of friends who unwittingly open a ghostly rift. Play as Alex, a b",https://media.rawg.io/media/games/7ba/7baf4663962bad7197e2470d59a6e322.jpg
Broken Age,2014-01-28,N/A,3.65,"Adventure, Casual, Family, Indie, Puzzle","Android, PS Vita, Nintendo Switch, Linux, macOS, PC, iOS, PlayStation 4, Xbox One",81,"THQ Nordic, Double Fine Productions","Singleplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Sci-fi, Fantasy, Funny, Female Protagonist, Comedy, Action-Adventure, Controller, Point & Click, Short, Hand-drawn, Kickstarter, Episodic, Touch-Friendly, Crowdfunded, Coming Of Age","Broken Age is a classic point-and-click adventure game, which tells a story of two completely different teenagers seeking to change their life pace. The action takes place in an imaginary universe shown in a 2.5D perspective. The gameplay is divided into two main storylines, so players are able to assume the roles of both Vella Tartine and Shay Volta. The game allows switching characters at any time. Firstly, events move players to Sugar Bunting town occupied by fictional monsters called Mogs, w",https://media.rawg.io/media/games/3ef/3eff92562640e452d3487c04ba6d7fae.jpg
Far Cry 2,2008-10-21,Mature,3.46,"Action, Shooter","Xbox 360, PC, PlayStation 3, Xbox One",85,Ubisoft Entertainment,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Co-op, Story Rich, Open World, First-Person, FPS, Exploration, Sandbox, Survival, Stealth, Controller, Realistic, Level Editor, Immersive Sim","Jump in the boots of a mercenary sent to an African country where the civil war breaks out. Your target is a notorious arms dealer that supplies both sides of the conflict. As the player arrives at the hotel, they pass out due to malaria. Waking up, you find your target standing over you, reading the mission briefing. The player is too weak to eliminate the arms dealer due to malaria-induced weakness. The Protagonist is left for dead by their target as shooting begins outside the hotel. Get out ",https://media.rawg.io/media/games/89e/89e913f4ba5260cfb8b775667f81c23a.jpg
VRChat,2017-02-01,Teen,3.14,"Adventure, Simulation, Sports, Casual, Massively Multiplayer",PC,,VRChat,"Singleplayer, Multiplayer, Co-op, Partial Controller Support, Horror, Online Co-Op, Free to Play, Online multiplayer, Early Access, Cross-Platform Multiplayer, VR, MMORPG","VRChat is a massive multiplayer online game which allows you to communicate with other players in virtual reality. In fact, its a social simulator focused on user-generated content: you create your own world, explore and develop it, meet guests and start relationships. The environment you create is only limited by your imagination.

VRChat provides full body customizable avatars and emotes, emoji, and hand gestures for you to express your feelings. The game features multiple activities, such as",https://media.rawg.io/media/games/11f/11fd681c312c14644ab360888dba3486.jpg
ABZU,2016-08-02,Everyone,3.92,"Adventure, Simulation, Indie","PlayStation 4, Nintendo Switch, Xbox One, PC",83,505 Games,"Singleplayer, Steam Achievements, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, Third Person, Fantasy, Exploration, Controller, Family Friendly, Short, Colorful, Walking Simulator, Relaxing, Underwater","Abzu is a classic adventure game, the action of which unfolds in the endless ocean. The protagonist is a female diver, wakes up alone drifting on the ocean surface.

The main gameplay is aimed at exploring the surrounding world: the main character finds the ruins and traces of an ancient civilization that existed in symbiosis with the world's ocean. The outside world reacts to the player's actions and changes under his/her influence. However, it will not only be necessary to explore the underwat",https://media.rawg.io/media/games/ba9/ba9ad92b6d04825bd15a407c6059db94.jpg
Tales from the Borderlands: A Telltale Game Series,2015-10-21,N/A,4.19,Adventure,"PlayStation 3, macOS, PC, iOS, Nintendo Switch, Android, PlayStation 4, Xbox 360, Xbox One",85,"2K Games, Telltale Games","Singleplayer, Steam Achievements, Full controller support, Atmospheric, Great Soundtrack, RPG, Story Rich, Sci-fi, Funny, Female Protagonist, Comedy, Point & Click, Choices Matter, Memes, Visual Novel, achievements, Dark Humor, Episodic, Choose Your Own Adventure, Quick-Time Events","The game is a continuation of the games Borderlands 1 and 2. But those games were fantastic shooters (Borderlands 1 - even with RPG elements), and this is a graphic adventure. The player controls two different characters: Fiona is a fraudster, and Reese is a programmer for Hyperion. Characters are found on the planet Pandora after the defeat of Handsome Jack. The story will show the common events of both characters in view of each of them.
Each character has its own unique abilities. For example",https://media.rawg.io/media/games/264/2642b17a7885f7abc4fd018e98943242.jpg
PlanetSide 2,2012-11-20,Teen,2.97,"Action, Shooter, Massively Multiplayer","PlayStation 4, PC",84,Daybreak Game Company,"Multiplayer, steam-trading-cards, RPG, Co-op, Open World, cooperative, First-Person, Sci-fi, FPS, Online Co-Op, Free to Play, Tactical, PvP, Space, War, Team-Based, Futuristic, mmo","Planetside 2 is a massive multiplayer first-person shooter with an emphasis on large-scale battles developed by Daybreak Game Company.

Although considered as a continuation of the series, Planetside 2 is a re-imagining of the original game featuring the same world, factions and time period. The game revolves around territory control mechanics with large battles with up to 2000 players participating. Combat takes place on the continents of a fictional planet which are broken up into many territo",https://media.rawg.io/media/games/2fd/2fd1b58116b10cc1f4442bee5593ca7c.jpg
Child of Light,2014-04-29,Everyone 10+,3.85,"RPG, Indie","PlayStation 3, PlayStation 4, PS Vita, Wii U, Xbox 360, Xbox One, PC, Nintendo Switch",77,Ubisoft Entertainment,"Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, 2D, Partial Controller Support, Fantasy, Female Protagonist, Split Screen, Local Co-Op, role-playing, Turn-Based, Cute, Side Scroller, Turn-Based Strategy, Metroidvania, Hand-drawn","A girl named Aurora is the daughter of the Duke of Austria, who recently married again. Aurora suffers from a physical ailment, because of which she sleeps a lot. Once upon awakening, the girl finds herself in the mythical world of Lemuria. The princess meets a firefly named Ignikulius, who leads Aurora to the Forest Fairy, who was captured in a stained-glass window. After liberation, the fairy tells that the dark Queen Umbra stole the sun and the moon of Lemuria.
The fairy gives Aurora a flute",https://media.rawg.io/media/games/c47/c4796c4c49e7e06ad328e07aa8944cdd.jpg
